PassengerId,age,fare,sibsp,parch,pclass,sex,embarked,age_group,familysz,survived
424,28.0,14.399999999999999,1.0,1.0,2,0,2,4,1,0
425,18.0,20.2125,1.0,1.0,2,1,2,3,1,0
427,28.0,26.0,1.0,0.0,1,0,2,4,1,1
428,19.0,26.0,0.0,0.0,1,0,2,3,1,1
430,32.0,8.05,0.0,0.0,2,1,2,0,1,1
431,28.0,26.55,0.0,0.0,0,1,2,4,1,1
433,42.0,26.0,1.0,0.0,1,0,2,0,1,1
434,17.0,7.125,0.0,0.0,2,1,2,3,1,0
435,50.0,55.9,1.0,0.0,0,1,2,2,1,0
436,14.000000000000002,120.0,1.0,2.0,0,0,2,3,0,1
437,21.0,34.375,2.0,2.0,2,0,2,3,0,0
438,24.0,18.75,2.0,3.0,1,0,2,4,0,1
439,64.0,263.00000000000006,1.0,4.0,0,1,2,2,0,0
440,31.0,10.5,0.0,0.0,1,1,2,0,1,0
441,45.0,26.25,1.0,1.0,1,0,2,0,1,1
442,20.0,9.5,0.0,0.0,2,1,2,3,1,0
444,28.0,13.0,0.0,0.0,1,0,2,4,1,1
445,38.106634107638044,8.1125,0.0,0.0,2,1,2,0,1,1
446,4.0,81.8583,0.0,2.0,0,1,2,1,1,1
447,13.0,19.5,0.0,1.0,1,0,2,3,1,1
448,34.0,26.55,0.0,0.0,0,1,2,0,1,1
449,5.0,19.2583,2.0,1.0,2,0,0,1,0,1
450,52.0,30.5,0.0,0.0,0,1,2,2,1,1
451,36.0,27.75,1.0,2.0,1,1,2,0,0,0
452,31.000000000000103,19.9667,1.0,0.0,2,1,2,0,1,0
453,30.0,27.75,0.0,0.0,0,1,0,0,1,0
454,49.0,89.1042,1.0,0.0,0,1,0,0,1,1
456,29.0,7.895800000000001,0.0,0.0,2,1,0,4,1,1
457,65.0,26.55,0.0,0.0,0,1,2,2,1,0
458,39.14203078189207,51.8625,1.0,0.0,0,0,2,0,1,1
459,50.0,10.5,0.0,0.0,1,0,2,2,1,1
461,48.0,26.55,0.0,0.0,0,1,2,0,1,1
462,34.0,8.05,0.0,0.0,2,1,2,0,1,0
463,47.0,38.5,0.0,0.0,0,1,2,0,1,0
464,48.0,13.0,0.0,0.0,1,1,2,0,1,0
466,38.0,7.050000000000001,0.0,0.0,2,1,2,0,1,0
468,56.0,26.55,0.0,0.0,0,1,2,2,1,0
469,28.39701984793719,7.725000000000001,0.0,0.0,2,1,1,4,1,0
470,0.75,19.2583,2.0,1.0,2,0,0,1,0,1
472,38.0,8.662500000000001,0.0,0.0,2,1,2,0,1,0
473,33.0,27.75,1.0,2.0,1,0,2,0,0,1
474,23.0,13.791699999999999,0.0,0.0,1,0,0,4,1,1
475,22.0,9.837499999999999,0.0,0.0,2,0,2,4,1,0
476,47.00003010075227,52.0,0.0,0.0,0,1,2,0,1,0
478,29.0,7.0458,1.0,0.0,2,1,2,4,1,0
479,22.0,7.520800000000001,0.0,0.0,2,1,2,4,1,0
480,2.0,12.287500000000001,0.0,1.0,2,0,2,1,1,1
481,9.0,46.9,5.0,2.0,2,1,2,1,0,0
483,50.0,8.05,0.0,0.0,2,1,2,2,1,0
484,63.0,9.587499999999999,0.0,0.0,2,0,2,2,1,1
485,25.0,91.0792,1.0,0.0,0,1,0,4,1,1
487,35.0,90.0,1.0,0.0,0,0,2,0,1,1
488,58.0,29.7,0.0,0.0,0,1,0,2,1,0
490,9.0,15.899999999999999,1.0,1.0,2,1,2,1,1,1
492,21.0,7.25,0.0,0.0,2,1,2,3,1,0
493,55.0,30.5,0.0,0.0,0,1,2,2,1,0
494,71.0,49.5042,0.0,0.0,0,1,0,2,1,0
496,17.000101671943618,14.458300000000001,0.0,0.0,2,1,0,3,1,0
497,54.0,78.2667,1.0,0.0,0,0,0,2,1,1
498,30.531145787653113,15.100000000000001,0.0,0.0,2,1,2,0,1,0
499,25.0,151.55,1.0,2.0,0,0,2,4,0,0
500,24.0,7.7958,0.0,0.0,2,1,2,4,1,0
502,21.0,7.75,0.0,0.0,2,0,1,3,1,0
503,26.518957346247557,7.629200000000001,0.0,0.0,2,0,1,4,1,0
504,37.0,9.587499999999999,0.0,0.0,2,0,2,0,1,0
505,16.0,86.5,0.0,0.0,0,0,2,3,1,1
506,18.0,108.9,1.0,0.0,0,1,0,3,1,0
507,33.0,26.0,0.0,2.0,1,0,2,0,1,1
508,42.6,26.55,0.0,0.0,0,1,2,0,1,1
509,28.0,22.525,0.0,0.0,2,1,2,4,1,0
510,26.0,56.4958,0.0,0.0,2,1,2,4,1,1
511,29.0,7.75,0.0,0.0,2,1,1,4,1,1
513,36.0,26.2875,0.0,0.0,0,1,2,0,1,1
514,54.0,59.39999999999999,1.0,0.0,0,0,0,2,1,1
515,24.0,7.495799999999999,0.0,0.0,2,1,2,4,1,0
516,47.0,34.0208,0.0,0.0,0,1,2,0,1,0
517,34.0,10.5,0.0,0.0,1,0,2,0,1,1
518,39.0,24.15,0.0,0.0,2,1,1,0,1,0
519,36.0,26.0,1.0,0.0,1,0,2,0,1,1
520,32.0,7.895800000000001,0.0,0.0,2,1,2,0,1,0
521,30.0,93.5,0.0,0.0,0,0,2,0,1,1
524,44.0,57.9792,0.0,1.0,0,0,0,0,1,1
526,40.5,7.75,0.0,0.0,2,1,1,0,1,0
528,35.97894395165099,221.7792,0.0,0.0,0,1,2,0,1,0
530,23.0,11.5,2.0,1.0,1,1,2,4,0,0
531,2.0,26.0,1.0,1.0,1,0,2,1,1,1
533,17.0,7.229199999999999,1.0,1.0,2,1,0,3,1,0
534,10.655665521232457,22.3583,0.0,2.0,2,0,0,1,1,1
535,30.0,8.662500000000001,0.0,0.0,2,0,2,0,1,0
536,7.0,26.25,0.0,2.0,1,0,2,1,1,1
538,30.0,106.425,0.0,0.0,0,0,0,0,1,1
539,19.0,14.5,0.0,0.0,2,1,2,3,1,0
540,22.0,49.5,0.0,2.0,0,0,0,4,1,1
541,36.0,71.0,0.0,2.0,0,0,2,0,1,1
542,9.0,31.275,4.0,2.0,2,0,2,1,0,0
543,11.0,31.275,4.0,2.0,2,0,2,1,0,0
544,32.0,26.0,1.0,0.0,1,1,2,0,1,1
545,50.0,106.425,1.0,0.0,0,1,0,2,1,0
546,64.0,26.0,0.0,0.0,0,1,2,2,1,0
547,19.0,26.0,1.0,0.0,1,0,2,3,1,1
548,35.80419238158615,13.8625,0.0,0.0,1,1,0,0,1,1
549,33.0,20.525,1.0,1.0,2,1,2,0,1,0
550,8.0,36.75,1.0,1.0,1,1,2,1,1,1
551,17.0,110.8833,0.0,2.0,0,1,0,3,1,1
552,27.0,26.0,0.0,0.0,1,1,2,4,1,0
553,30.00000000071476,7.8292,0.0,0.0,2,1,1,0,1,0
554,22.0,7.225000000000005,0.0,0.0,2,1,0,4,1,1
555,22.0,7.774999999999999,0.0,0.0,2,0,2,4,1,1
557,48.0,39.6,1.0,0.0,0,0,0,0,1,1
558,39.51918150638667,227.52499999999998,0.0,0.0,0,1,0,0,1,0
559,39.0,79.65,1.0,1.0,0,0,2,0,1,1
560,36.0,17.4,1.0,0.0,2,0,2,0,1,1
562,40.0,7.895800000000001,0.0,0.0,2,1,2,0,1,0
563,28.0,13.5,0.0,0.0,1,1,2,4,1,0
566,24.0,24.15,2.0,0.0,2,1,2,4,1,0
567,19.0,7.895800000000001,0.0,0.0,2,1,2,3,1,0
568,29.0,21.075,0.0,4.0,2,0,2,4,0,0
570,32.0,7.854199999999999,0.0,0.0,2,1,2,0,1,1
571,62.0,10.5,0.0,0.0,1,1,2,2,1,1
572,53.0,51.4792,2.0,0.0,0,0,2,2,1,1
573,36.0,26.3875,0.0,0.0,0,1,2,0,1,1
577,34.0,13.0,0.0,0.0,1,0,2,0,1,1
578,39.0,55.9,1.0,0.0,0,0,2,0,1,1
579,21.25775309868429,14.458300000000001,1.0,0.0,2,0,0,3,1,0
581,25.0,30.0,1.0,1.0,1,0,2,4,1,1
582,39.0,110.8833,1.0,1.0,0,0,0,0,1,1
583,54.0,26.0,0.0,0.0,1,1,2,2,1,0
584,36.0,40.125,0.0,0.0,0,1,0,0,1,0
585,27.32374100711585,8.712499999999999,0.0,0.0,2,1,0,4,1,0
586,18.0,79.65,0.0,2.0,0,0,2,3,1,1
587,47.0,15.0,0.0,0.0,1,1,2,0,1,0
588,60.0,79.2,1.0,1.0,0,1,0,2,1,1
591,35.0,7.125,0.0,0.0,2,1,2,0,1,0
592,52.0,78.2667,1.0,0.0,0,0,0,2,1,1
593,47.0,7.25,0.0,0.0,2,1,2,0,1,0
594,27.11802995540363,7.75,0.0,2.0,2,0,1,4,1,0
595,37.0,26.0,1.0,0.0,1,1,2,0,1,0
596,36.0,24.15,1.0,1.0,2,1,2,0,1,0
597,57.73002314249689,33.0,0.0,0.0,1,0,2,2,1,1
598,49.0,0.0,0.0,0.0,2,1,2,0,1,0
600,49.0,56.9292,1.0,0.0,0,1,0,0,1,1
601,24.0,27.0,2.0,1.0,1,0,2,4,0,1
603,38.384060839081705,42.4,0.0,0.0,0,1,2,0,1,0
604,44.0,8.05,0.0,0.0,2,1,2,0,1,0
605,35.0,26.55,0.0,0.0,0,1,0,0,1,1
606,36.0,15.55,1.0,0.0,2,1,2,0,1,0
607,30.0,7.895800000000001,0.0,0.0,2,1,2,0,1,0
608,27.0,30.5,0.0,0.0,0,1,2,4,1,1
609,22.0,41.5792,1.0,2.0,1,0,0,4,0,1
610,40.0,153.46250000000003,0.0,0.0,0,0,2,0,1,1
611,39.0,31.275,1.0,5.0,2,0,2,0,0,0
612,28.6,7.050000000000001,0.0,0.0,2,1,2,4,1,0
616,24.0,65.0,1.0,2.0,1,0,2,4,0,1
617,34.0,14.399999999999999,1.0,1.0,2,1,2,0,1,0
618,26.0,16.1,1.0,0.0,2,0,2,4,1,0
619,4.0,39.0,2.0,1.0,1,0,2,1,0,1
620,26.0,10.5,0.0,0.0,1,1,2,4,1,0
621,27.0,14.4542,1.0,0.0,2,1,0,4,1,0
622,42.0,52.5542,1.0,0.0,0,1,2,0,1,1
623,20.0,15.741700000000002,1.0,1.0,2,1,0,3,1,1
624,21.0,7.854199999999999,0.0,0.0,2,1,2,3,1,0
625,21.0,16.1,0.0,0.0,2,1,2,3,1,0
626,61.0,32.3208,0.0,0.0,0,1,2,2,1,0
627,57.0,12.350000000000001,0.0,0.0,1,1,1,2,1,0
628,21.0,77.9583,0.0,0.0,0,0,2,3,1,1
629,26.0,7.895800000000001,0.0,0.0,2,1,2,4,1,0
631,80.0,30.0,0.0,0.0,0,1,2,2,1,1
632,51.0,7.054199999999998,0.0,0.0,2,1,2,2,1,0
633,32.0,30.5,0.0,0.0,0,1,0,0,1,1
634,37.0,0.0,0.0,0.0,0,1,2,0,1,0
635,9.0,27.9,3.0,2.0,2,0,2,1,0,0
638,31.0,26.25,1.0,1.0,1,1,2,0,1,0
639,41.0,39.6875,0.0,5.0,2,0,2,0,0,0
640,26.666666666666668,16.1,1.0,0.0,2,1,2,4,1,0
643,2.0,27.9,3.0,2.0,2,0,2,1,0,0
646,48.0,76.7292,1.0,0.0,0,1,0,0,1,1
648,56.0,35.5,0.0,0.0,0,1,0,2,1,1
649,32.5,7.550000000000001,0.0,0.0,2,1,2,0,1,0
650,23.0,7.550000000000001,0.0,0.0,2,0,2,4,1,1
652,18.0,23.0,0.0,1.0,1,0,2,3,1,1
653,21.0,8.4333,0.0,0.0,2,1,2,3,1,0
654,30.00000000071476,7.8292,0.0,0.0,2,0,1,0,1,1
655,18.0,6.7499999999999964,0.0,0.0,2,0,1,3,1,0
656,24.0,73.5,2.0,0.0,1,1,2,4,1,0
658,32.0,15.5,1.0,1.0,2,0,1,0,1,0
659,23.0,13.0,0.0,0.0,1,1,2,4,1,0
660,58.0,113.275,0.0,2.0,0,1,0,2,1,0
661,50.0,133.65,2.0,0.0,0,1,2,2,1,1
662,40.0,7.225000000000005,0.0,0.0,2,1,0,0,1,0
663,47.0,25.5875,0.0,0.0,0,1,2,0,1,0
664,36.0,7.495799999999999,0.0,0.0,2,1,2,0,1,0
665,20.0,7.925000000000001,1.0,0.0,2,1,2,3,1,1
666,32.0,73.5,2.0,0.0,1,1,2,0,1,0
669,43.0,8.05,0.0,0.0,2,1,2,0,1,0
670,33.0,52.0,1.0,0.0,0,0,2,0,1,1
671,40.0,39.0,1.0,1.0,1,0,2,0,1,1
672,31.0,52.0,1.0,0.0,0,1,2,0,1,0
673,70.0,10.5,0.0,0.0,1,1,2,2,1,0
674,31.0,13.0,0.0,0.0,1,1,2,0,1,1
676,18.0,7.774999999999999,0.0,0.0,2,1,2,3,1,0
677,24.5,8.05,0.0,0.0,2,1,2,4,1,0
678,18.0,9.8417,0.0,0.0,2,0,2,3,1,1
679,43.0,46.9,1.0,6.0,2,0,2,0,0,0
680,36.0,512.3292,0.0,1.0,0,1,0,0,1,1
681,31.489748097196625,8.1375,0.0,0.0,2,0,1,0,1,0
682,27.0,76.7292,0.0,0.0,0,1,0,4,1,1
683,20.0,9.225000000000001,0.0,0.0,2,1,2,3,1,0
684,14.000000000000002,46.9,5.0,2.0,2,1,2,3,0,0
685,60.0,39.0,1.0,1.0,1,1,2,2,1,0
686,25.0,41.5792,1.0,2.0,1,1,0,4,0,0
687,14.000000000000002,39.6875,4.0,1.0,2,1,2,3,0,0
688,19.0,10.1708,0.0,0.0,2,1,2,3,1,0
689,18.0,7.7958,0.0,0.0,2,1,2,3,1,0
690,15.0,211.33749999999998,0.0,1.0,0,0,2,3,1,1
691,31.0,57.0,1.0,0.0,0,1,2,0,1,1
692,4.0,13.416699999999999,0.0,1.0,2,0,0,1,1,1
694,25.0,7.225000000000005,0.0,0.0,2,1,0,4,1,0
695,60.0,26.55,0.0,0.0,0,1,2,2,1,0
696,52.0,13.5,0.0,0.0,1,1,2,2,1,0
698,21.0,7.7333,0.0,0.0,2,0,1,3,1,1
699,49.0,110.8833,1.0,1.0,0,1,0,0,1,0
700,42.0,7.649999999999999,0.0,0.0,2,1,2,0,1,0
701,18.0,227.52499999999998,1.0,0.0,0,0,0,3,1,1
702,35.0,26.2875,0.0,0.0,0,1,2,0,1,1
703,18.0,14.4542,0.0,1.0,2,0,0,3,1,0
704,25.0,7.741700000000002,0.0,0.0,2,1,1,4,1,0
705,26.0,7.854199999999999,1.0,0.0,2,1,2,4,1,0
706,39.0,26.0,0.0,0.0,1,1,2,0,1,0
707,45.0,13.5,0.0,0.0,1,0,2,0,1,1
708,42.0,26.2875,0.0,0.0,0,1,2,0,1,1
709,22.0,151.55,0.0,0.0,0,0,2,4,1,1
711,24.0,49.5042,0.0,0.0,0,0,0,4,1,1
713,48.0,52.0,1.0,0.0,0,1,2,0,1,1
714,29.0,9.4833,0.0,0.0,2,1,2,4,1,0
715,52.0,13.0,0.0,0.0,1,1,2,2,1,0
716,19.0,7.649999999999999,0.0,0.0,2,1,2,3,1,0
717,38.0,227.52499999999998,0.0,0.0,0,0,0,0,1,1
718,27.0,10.5,0.0,0.0,1,0,2,4,1,1
719,37.88554149816553,15.5,0.0,0.0,2,1,1,0,1,0
720,33.0,7.774999999999999,0.0,0.0,2,1,2,0,1,0
721,6.0,33.0,0.0,1.0,1,0,2,1,1,1
722,17.0,7.054199999999998,1.0,0.0,2,1,2,3,1,0
724,50.0,13.0,0.0,0.0,1,1,2,2,1,0
725,27.0,53.1,1.0,0.0,0,1,2,4,1,1
726,20.0,8.662500000000001,0.0,0.0,2,1,2,3,1,0
727,30.0,21.0,3.0,0.0,1,0,2,0,0,1
728,28.002178727508863,7.737500000000001,0.0,0.0,2,0,1,4,1,1
729,25.0,26.0,1.0,0.0,1,1,2,4,1,0
730,25.0,7.925000000000001,1.0,0.0,2,0,2,4,1,0
731,29.0,211.33749999999998,0.0,0.0,0,0,2,4,1,1
732,11.0,18.7875,0.0,0.0,2,1,0,1,1,0
736,28.5,16.1,0.0,0.0,2,1,2,4,1,0
737,48.0,34.375,1.0,3.0,2,0,2,0,0,0
738,35.0,512.3292,0.0,0.0,0,1,0,0,1,1
741,38.5,30.0,0.0,0.0,0,1,2,0,1,1
742,36.0,78.85,1.0,0.0,0,1,2,0,1,0
743,21.0,262.375,2.0,2.0,0,0,0,3,0,1
744,24.0,16.1,1.0,0.0,2,1,2,4,1,0
745,31.0,7.925000000000001,0.0,0.0,2,1,2,0,1,1
746,70.0,71.0,1.0,1.0,0,1,2,2,1,0
747,16.0,20.25,1.0,1.0,2,1,2,3,1,0
748,30.0,13.0,0.0,0.0,1,0,2,0,1,1
749,19.0,53.1,1.0,0.0,0,1,2,3,1,0
750,31.0,7.75,0.0,0.0,2,1,1,0,1,0
751,4.0,23.0,1.0,1.0,1,0,2,1,1,1
752,6.0,12.475000000000001,0.0,1.0,2,1,2,1,1,1
753,33.0,9.5,0.0,0.0,2,1,2,0,1,0
754,23.0,7.895800000000001,0.0,0.0,2,1,2,4,1,0
755,48.0,65.0,1.0,2.0,1,0,2,0,0,1
756,0.6700000000000017,14.5,1.0,1.0,1,1,2,1,1,1
757,28.0,7.7958,0.0,0.0,2,1,2,4,1,0
760,33.0,86.5,0.0,0.0,0,0,2,0,1,1
762,41.0,7.125,0.0,0.0,2,1,2,0,1,0
763,20.0,7.229199999999999,0.0,0.0,2,1,0,3,1,1
764,36.0,120.0,1.0,2.0,0,0,2,0,0,1
765,16.0,7.774999999999999,0.0,0.0,2,1,2,3,1,0
766,51.0,77.9583,1.0,0.0,0,0,2,2,1,1
767,40.265038713519914,39.6,0.0,0.0,0,1,0,0,1,0
768,30.5,7.75,0.0,0.0,2,0,1,0,1,0
769,29.722891566265226,24.15,1.0,0.0,2,1,1,4,1,0
770,32.0,8.3625,0.0,0.0,2,1,2,0,1,0
771,24.0,9.5,0.0,0.0,2,1,2,4,1,0
772,48.0,7.854199999999999,0.0,0.0,2,1,2,0,1,0
773,57.0,10.5,0.0,0.0,1,0,2,2,1,0
775,54.0,23.0,1.0,3.0,1,0,2,2,0,1
776,18.0,7.75,0.0,0.0,2,1,2,3,1,0
778,5.0,12.475000000000001,0.0,0.0,2,0,2,1,1,1
779,28.002178727508863,7.737500000000001,0.0,0.0,2,1,1,4,1,0
780,43.0,211.33749999999998,0.0,1.0,0,0,2,0,1,1
781,13.0,7.229199999999999,0.0,0.0,2,0,0,3,1,1
782,17.0,57.0,1.0,0.0,0,0,2,3,1,1
783,29.0,30.0,0.0,0.0,0,1,2,4,1,0
784,19.09143686502133,23.45,1.0,2.0,2,1,2,3,0,0
785,25.0,7.050000000000001,0.0,0.0,2,1,2,4,1,0
786,25.0,7.25,0.0,0.0,2,1,2,4,1,0
787,18.0,7.495799999999999,0.0,0.0,2,0,2,3,1,1
788,8.0,29.125,4.0,1.0,2,1,1,1,0,0
789,1.0,20.575,1.0,2.0,2,1,2,1,0,1
790,46.0,79.2,0.0,0.0,0,1,0,0,1,0
792,16.0,26.0,0.0,0.0,1,1,2,3,1,0
795,25.0,7.895800000000001,0.0,0.0,2,1,2,4,1,0
796,39.0,13.0,0.0,0.0,1,1,2,0,1,0
797,49.0,25.9292,0.0,0.0,0,0,2,0,1,1
798,31.0,8.6833,0.0,0.0,2,0,2,0,1,1
799,30.0,7.229199999999999,0.0,0.0,2,1,0,0,1,0
800,30.0,24.15,1.0,1.0,2,0,2,0,1,0
802,31.0,26.25,1.0,1.0,1,0,2,0,1,1
803,11.0,120.0,1.0,2.0,0,1,2,1,0,1
804,0.4200000000000017,8.5167,0.0,1.0,2,1,0,1,1,1
805,27.0,6.975000000000001,0.0,0.0,2,1,2,4,1,1
806,31.0,7.774999999999999,0.0,0.0,2,1,2,0,1,0
807,39.0,0.0,0.0,0.0,0,1,2,0,1,0
808,18.0,7.774999999999999,0.0,0.0,2,0,2,3,1,0
810,33.0,53.1,1.0,0.0,0,0,2,0,1,1
811,26.0,7.887499999999999,0.0,0.0,2,1,2,4,1,0
812,39.0,24.15,0.0,0.0,2,1,2,0,1,0
813,35.0,10.5,0.0,0.0,1,1,2,0,1,0
814,6.0,31.275,4.0,2.0,2,0,2,1,0,0
815,30.5,8.05,0.0,0.0,2,1,2,0,1,0
817,23.0,7.925000000000001,0.0,0.0,2,0,2,4,1,0
818,31.0,37.0042,1.0,1.0,1,1,0,0,1,0
819,43.0,6.449999999999999,0.0,0.0,2,1,2,0,1,0
820,10.0,27.9,3.0,2.0,2,1,2,1,0,0
821,52.0,93.5,1.0,1.0,0,0,2,2,1,1
822,27.0,8.662500000000001,0.0,0.0,2,1,2,4,1,1
823,38.0,0.0,0.0,0.0,0,1,2,0,1,0
824,27.0,12.475000000000001,0.0,1.0,2,0,2,4,1,1
825,2.0,39.6875,4.0,1.0,2,1,2,1,0,0
826,33.36363636315412,6.949999999999996,0.0,0.0,2,1,1,0,1,0
828,1.0,37.0042,0.0,2.0,1,1,0,1,1,1
830,62.0,80.0,0.0,0.0,0,0,2,2,1,1
831,15.0,14.4542,1.0,0.0,2,0,0,3,1,1
832,0.8299999999999983,18.75,1.0,1.0,1,1,2,1,1,1
834,23.0,7.854199999999999,0.0,0.0,2,1,2,4,1,0
835,18.0,8.3,0.0,0.0,2,1,2,3,1,0
836,39.0,83.1583,1.0,1.0,0,0,0,0,1,1
837,21.0,8.662500000000001,0.0,0.0,2,1,2,3,1,0
840,57.99972788184906,29.7,0.0,0.0,0,1,0,2,1,1
841,20.0,7.925000000000001,0.0,0.0,2,1,2,3,1,0
842,16.0,10.5,0.0,0.0,1,1,2,3,1,0
843,30.0,31.0,0.0,0.0,0,0,0,0,1,1
844,34.5,6.4375,0.0,0.0,2,1,0,0,1,0
846,42.0,7.550000000000001,0.0,0.0,2,1,2,0,1,0
848,35.0,7.895800000000001,0.0,0.0,2,1,0,0,1,0
849,28.0,33.0,0.0,1.0,1,1,2,4,1,0
850,49.0,89.1042,1.0,0.0,0,0,0,0,1,1
851,4.0,31.275,4.0,2.0,2,1,2,1,0,0
852,74.0,7.774999999999999,0.0,0.0,2,1,2,2,1,0
853,9.0,15.2458,1.0,1.0,2,0,0,1,1,0
854,16.0,39.4,0.0,1.0,0,0,2,3,1,1
855,44.0,26.0,1.0,0.0,1,0,2,0,1,0
856,18.0,9.350000000000001,0.0,1.0,2,0,2,3,1,1
857,45.0,164.86669999999998,1.0,1.0,0,0,2,0,1,1
858,51.0,26.55,0.0,0.0,0,1,2,2,1,1
859,24.0,19.2583,0.0,3.0,2,0,0,4,0,1
861,41.0,14.1083,2.0,0.0,2,1,2,0,1,0
862,21.0,11.5,1.0,0.0,1,1,2,3,1,0
863,48.0,25.9292,0.0,0.0,0,0,2,0,1,1
865,24.0,13.0,0.0,0.0,1,1,2,4,1,0
866,42.0,13.0,0.0,0.0,1,0,2,0,1,1
867,27.0,13.8583,1.0,0.0,1,0,0,4,1,1
868,31.0,50.4958,0.0,0.0,0,1,2,0,1,0
870,4.0,11.133299999999998,1.0,1.0,2,1,2,1,1,1
872,47.0,52.5542,1.0,1.0,0,0,2,0,1,1
873,33.0,5.0,0.0,0.0,0,1,2,0,1,0
874,47.0,9.0,0.0,0.0,2,1,2,0,1,0
875,28.0,24.0,1.0,0.0,1,0,0,4,1,1
876,15.0,7.225000000000005,0.0,0.0,2,0,0,3,1,1
877,20.0,9.8458,0.0,0.0,2,1,2,3,1,0
880,56.0,83.1583,0.0,1.0,0,0,0,2,1,1
881,25.0,26.0,0.0,1.0,1,0,2,4,1,1
882,33.0,7.895800000000001,0.0,0.0,2,1,2,0,1,0
883,22.0,10.5167,0.0,0.0,2,0,2,4,1,0
884,28.0,10.5,0.0,0.0,1,1,2,4,1,0
886,39.0,29.125,0.0,5.0,2,0,1,0,0,0
888,19.0,30.0,0.0,0.0,0,0,2,3,1,1
889,19.09143686502133,23.45,1.0,2.0,2,0,2,3,0,0
890,26.0,30.0,0.0,0.0,0,1,0,4,1,1
891,32.0,7.75,0.0,0.0,2,1,1,0,1,0
